Datetime,Open,High,Low,Close,Adj Close,Volume,Percent Price Change Within Period,Change in Close Price,Scaled Volume,SMA(3)
2020-09-23 09:30:00-04:00,405.1600036621094,410.1600036621094,395.35009765625,398.0,398.0,18257359,-1.7672039681588587,,3.1695692798214847,
2020-09-23 10:00:00-04:00,398.2300109863281,402.4399108886719,393.8800048828125,402.0400085449219,402.0400085449219,8974934,0.956732906482167,4.040008544921875,1.5580936484200896,
2020-09-23 10:30:00-04:00,402.0166015625,405.2900085449219,395.75,397.35009765625,397.35009765625,7619360,-1.160773930258827,-4.689910888671875,1.3227591892069728,
2020-09-23 11:00:00-04:00,397.25,398.8900146484375,387.9200134277344,390.69000244140625,390.69000244140625,7778510,-1.6513524376573316,-6.66009521484375,1.3503884290594395,399.1300354003906
2020-09-23 11:30:00-04:00,390.8699951171875,393.32000732421875,383.0000915527344,385.6199951171875,385.6199951171875,8679823,-1.3431575883500568,-5.07000732421875,1.5068608956579075,396.69336954752606
2020-09-23 12:00:00-04:00,385.6199035644531,389.6499938964844,385.0,387.6636047363281,387.6636047363281,5374142,0.5299781346824107,2.043609619140625,0.9329780604411839,391.22003173828125
2020-09-23 12:30:00-04:00,387.60009765625,393.8800048828125,386.2500915527344,392.8700866699219,392.8700866699219,4617753,1.3596459457927323,5.20648193359375,0.8016651285984737,387.99120076497394
2020-09-23 13:00:00-04:00,393.09429931640625,394.0,388.79998779296875,389.5400085449219,389.5400085449219,3572402,-0.9041827311322784,-3.330078125,0.6201869412970864,388.7178955078125
2020-09-23 13:30:00-04:00,389.49029541015625,393.5,388.0,388.3299865722656,388.3299865722656,3419582,-0.29790442831669306,-1.21002197265625,0.5936566212577905,390.0245666503906
2020-09-23 14:00:00-04:00,388.44000244140625,388.55999755859375,381.1000061035156,384.95489501953125,384.95489501953125,5824038,-0.8972061064696103,-3.375091552734375,1.0110822671183144,390.24669392903644
2020-09-23 14:30:00-04:00,384.9800109863281,385.0299987792969,376.20001220703125,377.6499938964844,377.6499938964844,5391917,-1.903999397543802,-7.304901123046875,0.9360638897743765,387.60829671223956
2020-09-23 15:00:00-04:00,377.6400146484375,383.3999938964844,376.0199890136719,381.96990966796875,381.96990966796875,5364827,1.1465667968374984,4.319915771484375,0.9313609296260679,383.64495849609375
2020-09-23 15:30:00-04:00,381.8500061035156,386.4100036621094,379.0299987792969,380.38848876953125,380.38848876953125,6172522,-0.3827464477211957,-1.5814208984375,1.0715808409213112,381.5249328613281
2020-09-24 09:30:00-04:00,366.760009765625,376.7099914550781,351.5400085449219,371.9849853515625,371.9849853515625,18095098,1.4246306704148246,-8.40350341796875,3.1413999547338247,380.00279744466144
2020-09-24 10:00:00-04:00,371.99169921875,385.0,371.0,372.03839111328125,372.03839111328125,10354746,0.012551864632816122,0.05340576171875,1.7976359462479978,378.1144612630208
2020-09-24 10:30:00-04:00,372.010009765625,381.8030090332031,367.0201110839844,381.1499938964844,381.1499938964844,7679126,2.4569188707093605,9.111602783203125,1.3331348671775824,374.803955078125
2020-09-24 11:00:00-04:00,381.05999755859375,389.5,373.70098876953125,387.0199890136719,387.0199890136719,7827449,1.564055921183825,5.8699951171875,1.3588844854159576,375.0577901204427
2020-09-24 11:30:00-04:00,387.0101013183594,398.17999267578125,387.0,397.95001220703125,397.95001220703125,8599188,2.8267765754446206,10.930023193359375,1.4928622544043504,380.0694580078125
2020-09-24 12:00:00-04:00,397.95001220703125,398.8999938964844,391.0000915527344,394.4106140136719,394.4106140136719,6081744,-0.8894077358434714,-3.539398193359375,1.0558213238912943,388.7066650390625
2020-09-24 12:30:00-04:00,394.4049987792969,394.8999938964844,386.54010009765625,392.8299865722656,392.8299865722656,5730885,-0.39933880450450454,-1.58062744140625,0.9949104381520761,393.1268717447917
2020-09-24 13:00:00-04:00,392.66778564453125,397.6400146484375,391.0,396.86248779296875,396.86248779296875,4720199,1.0682572652483442,4.032501220703125,0.8194502690692609,395.06353759765625
2020-09-24 13:30:00-04:00,396.8999938964844,399.5,394.32000732421875,394.7738037109375,394.7738037109375,5067812,-0.5356992235433008,-2.08868408203125,0.8797976328948058,394.70102945963544
2020-09-24 14:00:00-04:00,394.8900146484375,397.79998779296875,390.04998779296875,392.8598937988281,392.8598937988281,4338934,-0.5140977928795566,-1.913909912109375,0.7532607489162564,394.8220926920573
2020-09-24 14:30:00-04:00,392.92999267578125,396.20001220703125,388.6637878417969,388.9399108886719,388.9399108886719,4167787,-1.0154688777860017,-3.91998291015625,0.7235487695695388,394.8320617675781
2020-09-24 15:00:00-04:00,388.9200134277344,392.2799987792969,382.42498779296875,384.510009765625,384.510009765625,6038597,-1.133910189717918,-4.429901123046875,1.0483307878440786,392.1912027994792
2020-09-24 15:30:00-04:00,384.6614074707031,392.4599914550781,382.25,387.6499938964844,387.6499938964844,6194649,0.7769395025698982,3.139984130859375,1.0754221993266868,388.7699381510417
2020-09-25 09:30:00-04:00,393.4700012207031,404.3299865722656,391.29998779296875,401.9623107910156,401.9623107910156,13671903,2.158311826560073,14.31231689453125,2.3735110727405426,387.03330485026044
2020-09-25 10:00:00-04:00,401.99371337890625,403.4399108886719,395.3800048828125,400.0199890136719,400.0199890136719,7750724,-0.49098388844056534,-1.94232177734375,1.3455646398131897,391.3741048177083
2020-09-25 10:30:00-04:00,400.1650085449219,406.94000244140625,399.70001220703125,405.2850036621094,405.2850036621094,7139132,1.2794709701892233,5.2650146484375,1.2393891948879636,396.5440979003906
2020-09-25 11:00:00-04:00,404.0299987792969,408.7322998046875,403.1000061035156,406.7049865722656,406.7049865722656,5611144,0.6620765292306856,1.41998291015625,0.9741227987604695,402.4224344889323
2020-09-25 11:30:00-04:00,406.760009765625,407.7974853515625,403.1499938964844,403.4801025390625,403.4801025390625,4204707,-0.806349480730021,-3.224884033203125,0.7299582671212389,404.0033264160156
2020-09-25 12:00:00-04:00,403.6256103515625,406.3999938964844,401.6000061035156,403.1300048828125,403.1300048828125,3520632,-0.12278840986287318,-0.35009765625,0.6111994091125925,405.1566975911458
2020-09-25 12:30:00-04:00,403.130615234375,403.75,400.69000244140625,401.739990234375,401.739990234375,3223095,-0.3449564353209712,-1.3900146484375,0.5595454905578747,404.43836466471356
2020-09-25 13:00:00-04:00,401.7737121582031,403.5450134277344,398.7699890136719,400.7001037597656,400.7001037597656,3362444,-0.2672171836903939,-1.039886474609375,0.5837371772949238,402.7833658854167
2020-09-25 13:30:00-04:00,400.8450012207031,403.3599853515625,399.30999755859375,403.0873107910156,403.0873107910156,2789151,0.5593956675233418,2.38720703125,0.48421063125194475,401.85669962565106
2020-09-25 14:00:00-04:00,403.1188049316406,404.5,402.04998779296875,402.81988525390625,402.81988525390625,3205938,-0.07415175726795098,-0.267425537109375,0.5565669491306126,401.84246826171875
